"Date","Price","Open","High","Low","Change %"
"08/27/2024","0.474","0.459","0.489","0.452","6.76%"
"08/26/2024","0.444","0.431","0.459","0.411","7.25%"
"08/23/2024","0.414","0.420","0.459","0.414","-3.50%"
"08/22/2024","0.429","0.398","0.429","0.386","10.28%"
"08/21/2024","0.389","0.384","0.402","0.372","3.46%"
"08/20/2024","0.376","0.398","0.406","0.367","-5.53%"
"08/19/2024","0.398","0.426","0.443","0.391","-8.08%"
"08/16/2024","0.433","0.458","0.458","0.411","-5.46%"
"08/15/2024","0.458","0.426","0.458","0.399","13.93%"
"08/14/2024","0.402","0.403","0.414","0.388","1.26%"
"08/13/2024","0.397","0.401","0.418","0.378","-3.17%"
"08/12/2024","0.410","0.436","0.439","0.403","-4.21%"
"08/09/2024","0.428","0.433","0.438","0.423","-1.15%"
"08/08/2024","0.433","0.441","0.441","0.401","-2.91%"
"08/07/2024","0.446","0.431","0.465","0.423","10.67%"
"08/06/2024","0.403","0.416","0.429","0.377","4.95%"
"08/05/2024","0.384","0.367","0.416","0.350","-3.03%"
"08/02/2024","0.396","0.414","0.436","0.381","-12.20%"
"07/31/2024","0.451","0.492","0.493","0.449","-7.20%"
"07/30/2024","0.486","0.498","0.518","0.486","-2.99%"
"07/29/2024","0.501","0.520","0.520","0.475","-0.99%"
"07/26/2024","0.506","0.545","0.558","0.503","-5.07%"
"07/25/2024","0.533","0.562","0.562","0.491","-3.27%"
"07/24/2024","0.551","0.551","0.556","0.511","0.55%"
"07/23/2024","0.548","0.578","0.589","0.531","-4.53%"
"07/22/2024","0.574","0.586","0.596","0.574","-1.54%"
"07/19/2024","0.583","0.581","0.594","0.551","3.37%"
"07/18/2024","0.564","0.562","0.582","0.538","1.62%"
"07/17/2024","0.555","0.578","0.578","0.540","-1.60%"
"07/16/2024","0.564","0.569","0.585","0.546","-2.93%"
"07/15/2024","0.581","0.609","0.614","0.576","-8.36%"
"07/12/2024","0.634","0.609","0.634","0.599","6.73%"
